window,width,fold_id,rs_id,ssm,lr,xgb
0,45,4,12,0.5093037213766318,0.5232549983747928,0.47576140097513603
0,45,0,13,0.25637115036730557,0.22894666270069727,0.24855138301178056
0,45,1,13,0.3268268739619589,0.39102947382895076,0.3239845146477201
0,45,2,13,0.5404273984978031,0.634449129554596,0.44370800033081315
0,45,3,13,0.5588169941467601,0.4268926461677969,0.3131476617491514
0,45,4,13,0.3397949869148138,0.35716365925756116,0.30461493336230344
0,45,0,14,0.38853176429331626,0.3855086639892221,0.31888422230565466
0,45,1,14,0.3425386437817102,0.40237553955201105,0.31678944157946637
0,45,2,14,0.5861457031987245,0.47754720866415734,0.37075487151029246
0,45,3,14,0.23672892486905317,0.23723713578468425,0.24684677644009337
